"Treatment","ID","PIC","Head_area","Tail_area","Head_DNA","Tail_DNA","Head_DNA_.","Tail_DNA_.","Head_Radius","Tail_Length","Comet_lenght","Olive_Tail_Moment"
"heat","4H","4H - 3",2400,908,"1591,59","141,2310000","91,8497","8,15035",28,16,73,"2,047750000"
"heat","4H","4H - 3",4633,723,"2185,18","56,1965000","97,4928","2,50723",38,17,94,"0,910577000"
"heat","4H","4H - 3",3959,2,"1873,24","0,0358745","99,9981","0,00192",36,3,76,"0,000728511"
"heat","4H","4H - 3",3958,337,"1840,81","20,5273000","98,8972","1,10283",35,9,80,"0,381395000"
"heat","4H","4H - 3",4664,522,"2185,53","36,1685000","98,3720","1,62797",39,13,92,"0,617480000"
"heat","4H","4H - 3",3923,222,"1785,54","13,7720000","99,2346","0,76541",35,5,76,"0,242291000"
"heat","4H","4H - 3",4573,839,"2234,43","58,4082000","97,4526","2,54741",38,20,97,"0,972339000"
"heat","4H","4H - 3",3920,487,"1905,08","30,3475000","98,4320","1,56800",35,12,83,"0,493280000"
"heat","4H","4H - 4",5164,295,"2357,45","17,5290000","99,2619","0,73807",40,6,87,"0,265842000"
"heat","4H","4H - 4",5039,235,"2212,09","13,0392000","99,4140","0,58600",40,6,87,"0,222103000"
"heat","4H","4H - 4",6027,3033,"2871,00","240,7500000","92,2632","7,73681",44,50,139,"4,094750000"
"heat","4H","4H - 4",3846,236,"1815,87","13,6716000","99,2527","0,74727",35,7,78,"0,224466000"
"heat","4H","4H - 4",3893,2,"1768,14","0,0564961","99,9968","0,00320",35,3,74,"0,001193850"
"heat","4H","4H - 4",4384,429,"1839,03","23,8000000","98,7224","1,27763",37,13,88,"0,468325000"
"heat","4H","4H - 4",4114,2,"1924,37","0,0468127","99,9976","0,00243",36,3,76,"0,000944796"
"heat","4H","4H - 4",4425,193,"2056,73","10,2893000","99,5022","0,49778",37,3,78,"0,147500000"
"heat","4H","4H - 4",3437,430,"1744,09","31,3461000","98,2345","1,76554",33,7,74,"0,478184000"
"heat","4H","4H - 4",4813,421,"2240,28","30,8629000","98,6411","1,35892",39,9,88,"0,497901000"
"heat","4H","4H - 5",4784,241,"2119,31","13,2806000","99,3773","0,62275",39,4,83,"0,202389000"
"heat","4H","4H - 5",5097,296,"2252,17","15,6514000","99,3098","0,69015",40,4,85,"0,212174000"
"heat","4H","4H - 5",5518,327,"2499,01","21,5728000","99,1441","0,85586",42,7,92,"0,339458000"
"heat","4H","4H - 5",5355,229,"2426,15","12,6497000","99,4813","0,51869",41,4,87,"0,185271000"
"heat","4H","4H - 5",4834,376,"2057,99","21,1097000","98,9847","1,01533",39,8,87,"0,381144000"
"heat","4H","4H - 5",4774,2,"2134,24","0,0582920","99,9973","0,00273",39,3,82,"0,001128440"
"heat","4H","4H - 5",5359,6669,"2113,65","1222,7100000","63,3519","36,64810",42,88,173,"25,206400000"
"heat","4H","4H - 5",5530,183,"2446,60","10,2138000","99,5843","0,41573",42,4,89,"0,162759000"
"heat","4H","4H - 5",5085,175,"2186,60","9,0160300","99,5894","0,41064",40,3,84,"0,118162000"
"heat","4H","4H - 5",4560,212,"2073,93","12,4639000","99,4026","0,59739",38,5,82,"0,212256000"
"heat","4H","4H - 5",3832,187,"1927,94","11,3807000","99,4132","0,58684",35,4,75,"0,199926000"
"heat","4H","4H - 5",4630,66,"2007,63","3,3847100","99,8317","0,16831",38,3,80,"0,064248900"
"heat","4H","4H - 5",4585,439,"2063,12","25,5402000","98,7772","1,22280",38,9,86,"0,426796000"
"heat","4H","4H - 5",5043,2,"2237,03","0,0464683","99,9979","0,00208",40,3,84,"0,000872360"
"heat","4H","4H - 5",4396,2,"1995,16","0,0353231","99,9982","0,00177",37,3,78,"0,000697728"
"heat","4H","4H - 5",4318,51,"2029,96","2,4512600","99,8794","0,12061",37,3,78,"0,045291700"
"heat","4H","4H - 5",5372,471,"2407,41","28,7396000","98,8203","1,17971",41,8,91,"0,432587000"
"heat","4H","4H - 5",3923,425,"2066,57","29,8712000","98,5751","1,42485",36,4,77,"0,342922000"
"heat","4H","4H - 6",5289,768,"2271,19","59,8126000","97,4340","2,56596",41,10,93,"0,818688000"
"heat","4H","4H - 6",5532,504,"2497,55","30,4361000","98,7960","1,20397",42,8,93,"0,450175000"
"heat","4H","4H - 6",5195,682,"2380,14","41,1619000","98,3000","1,69999",41,13,96,"0,633205000"
"heat","4H","4H - 6",5602,4271,"2439,20","324,3700000","88,2626","11,73740",43,74,161,"7,197170000"
"heat","4H","4H - 6",4981,19,"2119,62","0,8297020","99,9609","0,03913",40,3,84,"0,015770000"
"heat","4H","4H - 6",4642,395,"2190,28","30,5491000","98,6244","1,37558",39,5,84,"0,342936000"
"heat","4H","4H - 6",4796,137,"2104,68","6,8295500","99,6766","0,32345",39,4,83,"0,122015000"
"heat","4H","4H - 6",4600,450,"2151,27","26,7537000","98,7717","1,22834",39,8,87,"0,438887000"
"heat","4H","4H - 6",5410,1174,"2474,71","79,4691000","96,8887","3,11134",42,23,108,"1,252740000"
"heat","4H","4H - 6",4737,29,"2191,90","1,5639500","99,9287","0,07130",39,3,82,"0,028013500"
"heat","4H","4H - 7",5074,257,"2213,96","14,8852000","99,3322","0,66784",40,7,88,"0,250536000"
"heat","4H","4H - 7",4857,235,"2030,09","12,9515000","99,3661","0,63393",39,8,87,"0,233824000"
"heat","4H","4H - 7",4802,583,"1945,04","34,8353000","98,2405","1,75947",39,12,91,"0,666615000"
"heat","4H","4H - 7",5493,3799,"2432,88","243,5190000","90,9012","9,09878",42,90,175,"5,631270000"
"heat","4H","4H - 7",4601,989,"1989,55","59,9866000","97,0732","2,92684",38,26,103,"1,098720000"
"heat","4H","4H - 7",4856,1629,"2174,30","96,2900000","95,7593","4,24074",40,73,154,"2,077440000"
"heat","4H","4H - 7",4545,553,"2147,21","32,0226000","98,5306","1,46944",39,10,89,"0,459850000"
"heat","4H","4H - 7",3818,803,"1923,89","51,3333000","97,4011","2,59886",36,18,91,"0,905332000"
"heat","4H","4H - 7",5297,882,"2338,88","51,7303000","97,8361","2,16390",41,31,114,"0,919390000"
"heat","4H","4H - 7",5299,373,"2371,18","21,5470000","99,0995","0,90052",41,10,93,"0,320324000"
"heat","4H","4H - 8",4721,538,"2317,93","41,6736000","98,2339","1,76613",39,11,90,"0,679450000"
"heat","4H","4H - 8",5261,2257,"2367,17","135,1270000","94,5999","5,40013",41,83,166,"3,033530000"
"heat","4H","4H - 8",5064,279,"2214,32","14,9785000","99,3281","0,67189",40,5,86,"0,240582000"
"heat","4H","4H - 8",5752,4860,"2416,52","263,0980000","90,1815","9,81848",43,114,201,"7,944750000"
"heat","4H","4H - 8",4771,241,"2293,75","13,1408000","99,4304","0,56963",40,6,87,"0,200952000"
"heat","4H","4H - 8",5486,574,"2409,80","45,7182000","98,1381","1,86185",42,13,98,"0,745810000"
"heat","4H","4H - 8",4777,176,"2164,78","9,9282800","99,5435","0,45653",39,6,85,"0,176099000"
"heat","4H","4H - 8",5086,25,"2155,81","1,2549000","99,9418","0,05818",40,3,84,"0,023832100"
"heat","4H","4H - 8",5053,443,"2324,14","26,1767000","98,8862","1,11375",41,10,93,"0,432403000"
"heat","4H","4H - 9",6034,562,"2564,22","34,7464000","98,6631","1,33693",44,9,98,"0,549768000"
"heat","4H","4H - 9",5596,235,"2493,24","14,1198000","99,4369","0,56314",42,4,89,"0,212832000"
"heat","4H","4H - 9",5264,2262,"2633,56","180,5770000","93,5832","6,41679",42,35,120,"2,838550000"
"heat","4H","4H - 9",5416,92,"2412,06","4,8761700","99,7983","0,20175",42,3,88,"0,084376600"
"heat","4H","4H - 9",5633,335,"2401,27","18,4392000","99,2380","0,76204",42,6,91,"0,277312000"
"heat","4H","4H - 9",5616,104,"2658,84","5,3924700","99,7976","0,20240",42,5,90,"0,086558900"
"heat","4H","4H - 9",5244,499,"2294,44","30,3999000","98,6924","1,30761",41,7,90,"0,374954000"
"heat","4H","4H - 9",5110,135,"2276,69","7,5394300","99,6699","0,33006",40,4,85,"0,119285000"
"heat","4H","4H - 9",4828,795,"2018,95","58,7908000","97,1705","2,82955",40,13,94,"0,928473000"
"heat","4H","4H - 9",5534,317,"2380,06","16,5390000","99,3099","0,69011",42,5,90,"0,245006000"
"heat","4H","4H - 9",5997,600,"2570,84","36,8374000","98,5873","1,41265",44,10,99,"0,593303000"
"heat","4H","4H - 10",4366,365,"2032,09","19,9774000","99,0265","0,97353",37,15,90,"0,362359000"
"heat","4H","4H - 10",4109,210,"1996,50","11,5611000","99,4243","0,57573",36,8,81,"0,201121000"
"heat","4H","4H - 10",4413,398,"2146,20","24,9815000","98,8494","1,15059",37,9,84,"0,376818000"
"heat","4H","4H - 10",4203,492,"2314,44","35,2552000","98,4996","1,50041",37,4,79,"0,394215000"
"heat","4H","4H - 10",4818,6545,"2366,67","556,6440000","80,9585","19,04150",40,105,186,"13,958500000"
"heat","4H","4H - 10",3723,408,"1867,99","25,4832000","98,6542","1,34584",34,9,78,"0,452296000"
"heat","4H","4H - 10",4141,149,"2074,26","8,1837300","99,6070","0,39299",36,3,76,"0,133971000"
"heat","4H","4H - 10",3955,385,"1964,61","24,7423000","98,7563","1,24374",35,8,79,"0,401336000"
"heat","4H","4H - 10",4581,398,"2265,40","26,5295000","98,8425","1,15752",38,11,88,"0,436952000"
"heat","4H","4H - 10",3755,185,"1996,82","11,2032000","99,4421","0,55792",34,6,75,"0,168692000"
"heat","4H","4H - 10",3855,1242,"1960,71","162,8320000","92,3320","7,66796",35,34,105,"3,137040000"
"heat","4H","4H - 10",4578,2,"2147,68","0,0689908","99,9968","0,00321",38,3,80,"0,001313250"
"heat","4H","4H - 10",5130,1447,"2549,58","97,7795000","96,3065","3,69347",40,35,116,"1,554640000"
"heat","4H","4H - 10",4116,308,"1949,65","18,5313000","99,0585","0,94154",36,3,76,"0,294845000"
"heat","5H","5H - 1",4116,1008,"1575,09","60,67","96,2909000","3,7091",36,23,96,"1,3763800000"
"heat","5H","5H - 1",4134,4583,"1326,19","267,48","83,2160000","16,7840",37,75,150,"9,7642200000"
"heat","5H","5H - 1",5097,6100,"1540,70","408,56","79,0404000","20,9596",40,85,166,"14,8789000000"
"heat","5H","5H - 1",4667,188,"1813,77","11,54","99,3677000","0,6323",38,3,80,"0,1980390000"
"heat","5H","5H - 1",4269,2333,"1450,43","110,80","92,9029000","7,0971",37,68,143,"3,9068800000"
"heat","5H","5H - 1",3980,730,"1513,20","40,88","97,3696000","2,6304",35,15,86,"0,9235430000"
"heat","5H","5H - 1",4707,3607,"1529,69","210,52","87,9027000","12,0973",39,73,152,"7,2490700000"
"heat","5H","5H - 1",4063,2,"1629,77","0,08","99,9948000","0,0052",36,3,76,"0,0019994900"
"heat","5H","5H - 1",5092,4598,"1768,64","270,53","86,7334000","13,2666",40,80,161,"8,6494000000"
"heat","5H","5H - 1",3705,5398,"1296,61","324,84","79,9662000","20,0338",38,86,163,"11,8320000000"
"heat","5H","5H - 1",2744,368,"1195,51","22,10","98,1849000","1,8151",32,8,73,"0,4673410000"
"heat","5H","5H - 1",3720,305,"1537,32","21,43","98,6254000","1,3747",34,8,77,"0,4642530000"
"heat","5H","5H - 1",4051,527,"1595,90","35,28","97,8374000","2,1626",36,14,87,"0,8091920000"
"heat","5H","5H - 1",4352,665,"1573,69","38,80","97,5935000","2,4065",37,15,90,"0,8016370000"
"heat","5H","5H - 1",4477,2359,"1447,83","124,02","92,1100000","7,8900",39,51,130,"4,0803500000"
"heat","5H","5H - 1",4567,1530,"1501,23","83,17","94,7510000","5,2491",38,52,129,"2,5030000000"
"heat","5H","5H - 1",3297,308,"1318,11","17,00","98,7268000","1,2732",32,6,71,"0,3222740000"
"heat","5H","5H - 1",3981,28,"1652,95","1,24","99,9250000","0,0750",36,3,76,"0,0274204000"
"heat","5H","5H - 1",3977,408,"1694,89","32,75","98,1044000","1,8956",35,12,83,"0,6850540000"
"heat","5H","5H - 1",4147,395,"1645,94","23,26","98,6064000","1,3936",36,10,83,"0,4851420000"
"heat","5H","5H - 1",3973,439,"1548,35","29,48","98,1313000","1,8687",35,15,86,"0,7019920000"
"heat","5H","5H - 1",3948,523,"1605,07","32,21","98,0326000","1,9674",35,10,81,"0,6321110000"
"heat","5H","5H - 1",3944,458,"1554,50","27,11","98,2861000","1,7139",35,11,82,"0,5552920000"
"heat","5H","5H - 1",4363,1967,"1664,01","114,00","93,5885000","6,4115",37,58,133,"3,0524000000"
"heat","5H","5H - 1",3845,5500,"1437,33","381,50","79,0249000","20,9751",35,89,160,"13,7244000000"
"heat","5H","5H - 2",4075,1073,"1347,05","65,23","95,3813000","4,6187",36,19,92,"1,5748400000"
"heat","5H","5H - 2",4051,1372,"1467,77","76,8417000","95,0252","4,97482",36,43,116,"2,027810000"
"heat","5H","5H - 2",4310,5207,"1558,48","311,0560000","83,3618","16,63820",37,92,167,"11,298900000"
"heat","5H","5H - 2",3199,518,"1333,92","30,1152000","97,7922","2,20780",34,18,87,"0,710637000"
"heat","5H","5H - 2",3951,4504,"1607,99","253,9360000","86,3617","13,63830",37,96,171,"8,481690000"
"heat","5H","5H - 2",4550,2594,"1629,06","142,8850000","91,9362","8,06377",38,79,156,"4,466540000"
"heat","5H","5H - 2",3912,692,"1434,43","42,9833000","97,0906","2,90937",35,14,85,"0,925778000"
"heat","5H","5H - 2",5310,5136,"1625,48","286,6660000","85,0081","14,99190",41,89,172,"10,165800000"
"heat","5H","5H - 2",4078,743,"1546,35","41,3622000","97,3949","2,60514",36,15,88,"0,903624000"
"heat","5H","5H - 2",3471,761,"1495,66","59,5126000","96,1732","3,82675",33,14,81,"1,193190000"
"heat","5H","5H - 2",4827,4164,"1479,68","235,9390000","86,2476","13,75240",39,78,157,"8,379990000"
"heat","5H","5H - 2",4428,3688,"1462,52","206,5640000","87,6241","12,37590",37,80,155,"6,925500000"
"heat","5H","5H - 2",4810,3631,"1532,97","172,9480000","89,8619","10,13810",39,87,166,"6,671730000"
"heat","5H","5H - 2",4276,1231,"1549,52","64,1512000","96,0245","3,97547",37,23,98,"1,531830000"
"heat","5H","5H - 2",4532,2604,"1550,16","147,2090000","91,3272","8,67275",38,81,158,"4,928100000"
"heat","5H","5H - 2",4073,3527,"1447,61","202,5190000","87,7270","12,27300",36,79,152,"6,394650000"
"heat","5H","5H - 2",4318,220,"1500,38","10,0251000","99,3363","0,66374",37,12,87,"0,254406000"
"heat","5H","5H - 2",4127,657,"1428,02","37,5530000","97,4377","2,56234",36,16,89,"0,877572000"
"heat","5H","5H - 2",5115,5880,"1634,39","338,1120000","82,8587","17,14130",41,100,183,"12,199600000"
"heat","5H","5H - 2",5052,5570,"1539,89","314,8780000","83,0233","16,97670",40,86,167,"11,170300000"
"heat","5H","5H - 2",3703,80,"1454,90","4,2223700","99,7106","0,28938",34,4,73,"0,099844900"
"heat","5H","5H - 2",4215,227,"1586,21","11,9342000","99,2532","0,74676",37,5,80,"0,270162000"
"heat","5H","5H - 2",4134,1077,"1447,25","62,6410000","95,8513","4,14871",36,23,96,"1,475120000"
"heat","5H","5H - 2",4897,4076,"1534,24","199,0300000","88,5171","11,48290",40,76,157,"7,370580000"
"heat","5H","5H - 2",3366,4323,"1356,68","249,3770000","84,4727","15,52730",35,92,163,"9,473880000"
"heat","5H","5H - 2",3200,6469,"1310,48","492,8300000","72,6708","27,32920",34,111,180,"18,611800000"
"heat","5H","5H - 2",3547,1097,"1396,56","65,6299000","95,5115","4,48846",35,27,98,"1,143450000"
"heat","5H","5H - 2",4673,4631,"1507,08","250,0540000","85,7692","14,23080",38,87,164,"9,527510000"
"heat","5H","5H - 2",3463,5211,"1415,82","344,1490000","80,4458","19,55420",35,96,167,"11,397900000"
"heat","5H","5H - 2",5141,9487,"2385,53","1423,8400000","62,6226","37,37740",42,124,209,"33,271900000"
"heat","5H","5H - 3",3701,748,"1443,41","44,1777000","97,0302","2,96975",34,20,89,"1,117810000"
"heat","5H","5H - 3",3702,830,"1371,18","52,2588000","96,3287","3,67131",34,25,94,"1,276000000"
"heat","5H","5H - 3",3931,748,"1507,64","54,2614000","96,5259","3,47405",35,16,87,"1,204680000"
"heat","5H","5H - 3",3879,595,"1331,72","34,3090000","97,4884","2,51158",35,18,89,"0,862031000"
"heat","5H","5H - 3",4393,992,"1436,47","53,0873000","96,4360","3,56397",37,23,98,"1,419130000"
"heat","5H","5H - 3",3708,175,"1375,68","8,6568600","99,3747","0,62534",35,8,79,"0,203149000"
"heat","5H","5H - 3",3616,508,"1206,53","27,7963000","97,7481","2,25194",34,12,81,"0,749921000"
"heat","5H","5H - 3",3456,4981,"1216,91","270,9540000","81,7891","18,21090",35,88,159,"11,020200000"
"heat","5H","5H - 3",3974,102,"1363,34","4,6050400","99,6634","0,33664",36,7,80,"0,128944000"
"heat","5H","5H - 3",2771,1412,"1123,11","87,1124000","92,8020","7,19804",31,53,116,"2,314620000"
"heat","5H","5H - 3",2737,3638,"1103,18","205,6670000","84,2864","15,71360",31,91,154,"8,007560000"
"heat","5H","5H - 3",4300,3222,"1305,15","155,5740000","89,3495","10,65050",37,73,148,"6,554590000"
"heat","5H","5H - 3",4289,565,"1625,95","32,3718000","98,0479","1,95208",37,13,88,"0,660418000"
"heat","5H","5H - 3",3414,724,"1319,04","37,5877000","97,2293","2,77066",34,18,87,"0,884859000"
"heat","5H","5H - 3",4124,5164,"1411,45","295,5200000","82,6874","17,31260",37,101,176,"12,556600000"
"heat","5H","5H - 3",4587,5706,"1395,03","304,6850000","82,0744","17,92560",38,105,182,"12,893600000"
"heat","5H","5H - 3",4153,4797,"1443,41","241,3760000","85,6732","14,32680",38,97,174,"10,110000000"
"heat","5H","5H - 3",4167,6084,"1422,76","348,5600000","80,3220","19,67800",37,110,185,"14,705200000"
"heat","5H","5H - 3",3835,1288,"1511,33","83,8665000","94,7426","5,25744",36,41,114,"2,077180000"
"heat","5H","5H - 3",3949,1267,"1439,91","80,0697000","94,7322","5,26781",36,30,103,"1,956040000"
"heat","5H","5H - 3",4076,3034,"1493,14","170,8940000","89,7302","10,26980",36,82,155,"5,735480000"
"heat","5H","5H - 3",4162,2763,"1370,73","139,8270000","90,7433","9,25669",37,91,166,"5,250100000"
"heat","5H","5H - 3",3676,636,"1371,15","38,6056000","97,2615","2,73846",35,14,85,"0,808376000"
"heat","5H","5H - 3",4427,2712,"1523,84","147,4020000","91,1801","8,81992",38,76,153,"5,058320000"
"heat","5H","5H - 4",2934,258,"1301,24","18,1081000","98,6275","1,37250",31,7,70,"0,436505000"
"heat","5H","5H - 4",2513,2,"1152,02","0,0564628","99,9951","0,00490",29,3,62,"0,001493800"
"heat","5H","5H - 4",3815,127,"1433,29","6,5243900","99,5469","0,45314",35,6,77,"0,159935000"
"heat","5H","5H - 4",3341,520,"1445,28","38,0816000","97,4327","2,56725",33,13,80,"0,776190000"
"heat","5H","5H - 4",3737,431,"1399,79","25,7902000","98,1909","1,80911",34,7,76,"0,513611000"
"heat","5H","5H - 4",2730,192,"1190,97","12,6489000","98,9491","1,05091",29,7,66,"0,291249000"
"heat","5H","5H - 4",3635,1683,"1429,77","102,2020000","93,3287","6,67128",34,30,99,"2,322520000"
"heat","5H","5H - 4",4371,559,"1470,89","33,3688000","97,7817","2,21829",37,15,90,"0,845858000"
"heat","5H","5H - 4",3245,205,"1373,38","14,3844000","98,9635","1,03652",32,3,68,"0,253415000"
"heat","5H","5H - 4",3729,116,"1420,01","6,1067100","99,5718","0,42821",34,3,72,"0,135730000"
"heat","5H","5H - 4",4163,634,"1642,15","41,2354000","97,5504","2,44955",36,14,87,"0,814966000"
"heat","5H","5H - 4",4730,2885,"2115,53","241,2680000","89,7629","10,23710",41,43,126,"3,660500000"
"heat","5H","5H - 4",3253,220,"1304,50","12,9675000","99,0157","0,98427",32,4,69,"0,268874000"
"heat","5H","5H - 4",3861,1049,"1388,68","68,3327000","95,3101","4,68992",35,20,91,"1,621290000"
"heat","5H","5H - 4",3360,2,"1392,23","0,0574841","99,9959","0,00413",33,3,70,"0,001520030"
"heat","5H","5H - 4",3366,615,"1400,29","38,3202000","97,3363","2,66369",33,14,81,"0,777432000"
"heat","5H","5H - 4",3771,461,"1511,71","27,5318000","98,2113","1,78866",35,18,89,"0,583411000"
"heat","5H","5H - 4",4132,301,"1522,90","16,7426000","98,9126","1,08743",36,7,80,"0,341414000"
"heat","5H","5H - 4",3935,30,"1415,33","1,5022500","99,8940","0,10603",35,5,76,"0,039730200"
"heat","5H","5H - 4",4238,157,"1470,82","8,8947500","99,3989","0,60111",37,5,80,"0,223414000"
"heat","5H","5H - 4",2276,981,"1078,72","92,7969000","92,0789","7,92107",28,16,73,"1,844560000"
"heat","5H","5H - 4",1619,474,"953,27","49,1961000","95,0925","4,90750",25,8,59,"0,890774000"
"heat","5H","5H - 4",3095,182,"1448,57","14,6400000","98,9995","1,00054",31,7,70,"0,308453000"
"heat","5H","5H - 4",3877,731,"1458,49","46,8127000","96,8901","3,10986",35,12,83,"0,912574000"
"heat","5H","5H - 4",3367,284,"1389,45","18,2535000","98,7033","1,29669",33,9,76,"0,324927000"
"heat","5H","5H - 4",4716,875,"1596,40","43,9447000","97,3210","2,67899",39,13,92,"0,917258000"
"heat","5H","5H - 4",3493,943,"1367,81","74,3369000","94,8454","5,15460",33,15,82,"1,304070000"
"heat","5H","5H - 4",5017,1086,"1797,97","65,3650000","96,4920","3,50795",40,21,102,"1,369790000"
"heat","5H","5H - 4",4033,1177,"1580,92","76,1237000","95,4061","4,59394",37,31,106,"1,668260000"
"heat","5H","5H - 4",3743,3,"1476,09","0,1065350","99,9928","0,00722",34,3,72,"0,002606770"
"heat","5H","5H - 4",4611,365,"1537,17","17,1144000","98,8989","1,10111",38,8,85,"0,363614000"
"heat","5H","5H - 4",3280,232,"1271,83","13,5464000","98,9461","1,05388",32,6,71,"0,278833000"
"heat","5H","5H - 4",3606,2,"1425,39","0,0554032","99,9961","0,00389",34,3,72,"0,001476920"
"heat","5H","5H - 4",3700,2,"1378,43","0,0511637","99,9963","0,00371",34,3,72,"0,001401250"
"heat","5H","5H - 4",3668,236,"1486,44","17,4298000","98,8410","1,15899",34,8,77,"0,406176000"
"heat","5H","5H - 4",4252,204,"1530,73","9,7255700","99,3687","0,63135",37,13,88,"0,262757000"
"heat","5H","5H - 4",3487,98,"1381,02","5,4008000","99,6105","0,38955",33,4,71,"0,132544000"
"heat","5H","5H - 4",3766,1013,"1380,60","70,7289000","95,1266","4,87339",34,17,86,"1,526930000"
"heat","5H","5H - 4",3635,1017,"1270,34","54,1183000","95,9139","4,08607",34,23,92,"1,564420000"
"heat","5H","5H - 4",3220,1027,"1408,24","104,0020000","93,1227","6,87733",32,19,84,"2,040880000"
"heat","5H","5H - 4",4361,222,"1457,43","12,2476000","99,1666","0,83335",37,3,78,"0,223982000"
"heat","5H","5H - 4",3486,2,"1320,00","0,0622381","99,9953","0,00471",33,3,70,"0,001696540"
"heat","5H","5H - 4",3109,154,"1315,58","10,4205000","99,2141","0,78586",31,3,66,"0,176170000"
